source,target
media_session_1169688255890186240,label_bullying_1169688255890186240
media_session_1169688255890186240,label_aggression_1169688255890186240
media_session_1170095958982549504,label_bullying_1170095958982549504
media_session_1170095958982549504,label_aggression_1170095958982549504
media_session_1170173033755934720,label_bullying_1170173033755934720
media_session_1170173033755934720,label_aggression_1170173033755934720
media_session_1170303946817167360,label_bullying_1170303946817167360
media_session_1170303946817167360,label_aggression_1170303946817167360
media_session_1170465736184012800,label_bullying_1170465736184012800
media_session_1170465736184012800,label_aggression_1170465736184012800
media_session_1170466885566111744,label_bullying_1170466885566111744
media_session_1170466885566111744,label_aggression_1170466885566111744
media_session_1170556890108088320,label_bullying_1170556890108088320
media_session_1170556890108088320,label_aggression_1170556890108088320
media_session_1170871500140666880,label_bullying_1170871500140666880
media_session_1170871500140666880,label_aggression_1170871500140666880
media_session_1170976393530941440,label_bullying_1170976393530941440
media_session_1170976393530941440,label_aggression_1170976393530941440
media_session_1171065124103041024,label_bullying_1171065124103041024
media_session_1171065124103041024,label_aggression_1171065124103041024
media_session_1171237779695689728,label_bullying_1171237779695689728
media_session_1171237779695689728,label_aggression_1171237779695689728
media_session_1171260118231326721,label_bullying_1171260118231326721
media_session_1171260118231326721,label_aggression_1171260118231326721
media_session_1171278643926863872,label_bullying_1171278643926863872
media_session_1171278643926863872,label_aggression_1171278643926863872
media_session_1171672626838544384,label_bullying_1171672626838544384
media_session_1171672626838544384,label_aggression_1171672626838544384
media_session_1171707907222761472,label_bullying_1171707907222761472
media_session_1171707907222761472,label_aggression_1171707907222761472
media_session_1172007640122183680,label_bullying_1172007640122183680
media_session_1172007640122183680,label_aggression_1172007640122183680
media_session_1172034196974489600,label_bullying_1172034196974489600
media_session_1172034196974489600,label_aggression_1172034196974489600
media_session_1172059693724884992,label_bullying_1172059693724884992
media_session_1172059693724884992,label_aggression_1172059693724884992
media_session_1172089525221363712,label_bullying_1172089525221363712
media_session_1172089525221363712,label_aggression_1172089525221363712
media_session_1172294545229434880,label_bullying_1172294545229434880
media_session_1172294545229434880,label_aggression_1172294545229434880
media_session_1172495009132781568,label_bullying_1172495009132781568
media_session_1172495009132781568,label_aggression_1172495009132781568
media_session_1172703605590056960,label_bullying_1172703605590056960
media_session_1172703605590056960,label_aggression_1172703605590056960
media_session_1172707363586002944,label_bullying_1172707363586002944
media_session_1172707363586002944,label_aggression_1172707363586002944
media_session_1172723682289004544,label_bullying_1172723682289004544
media_session_1172723682289004544,label_aggression_1172723682289004544
media_session_1172735260652687360,label_bullying_1172735260652687360
media_session_1172735260652687360,label_aggression_1172735260652687360
media_session_1172805293197914112,label_bullying_1172805293197914112
media_session_1172805293197914112,label_aggression_1172805293197914112
media_session_1173054632894054400,label_bullying_1173054632894054400
media_session_1173054632894054400,label_aggression_1173054632894054400
media_session_1173106996371677184,label_bullying_1173106996371677184
media_session_1173106996371677184,label_aggression_1173106996371677184
media_session_1173117061120327680,label_bullying_1173117061120327680
media_session_1173117061120327680,label_aggression_1173117061120327680
media_session_1173253347336237056,label_bullying_1173253347336237056
media_session_1173253347336237056,label_aggression_1173253347336237056
media_session_1173331691574583296,label_bullying_1173331691574583296
media_session_1173331691574583296,label_aggression_1173331691574583296
media_session_1173344250096697344,label_bullying_1173344250096697344
media_session_1173344250096697344,label_aggression_1173344250096697344
media_session_1173345217597095936,label_bullying_1173345217597095936
media_session_1173345217597095936,label_aggression_1173345217597095936
media_session_1173457572985225216,label_bullying_1173457572985225216
media_session_1173457572985225216,label_aggression_1173457572985225216
media_session_1173698181440397312,label_bullying_1173698181440397312
media_session_1173698181440397312,label_aggression_1173698181440397312
media_session_1173764731941654528,label_bullying_1173764731941654528
media_session_1173764731941654528,label_aggression_1173764731941654528
media_session_1173788073822248960,label_bullying_1173788073822248960
media_session_1173788073822248960,label_aggression_1173788073822248960
media_session_1173871042415198208,label_bullying_1173871042415198208
media_session_1173871042415198208,label_aggression_1173871042415198208
media_session_1173871317838430208,label_bullying_1173871317838430208
media_session_1173871317838430208,label_aggression_1173871317838430208
media_session_1173882968301883392,label_bullying_1173882968301883392
media_session_1173882968301883392,label_aggression_1173882968301883392
media_session_1173883918076841984,label_bullying_1173883918076841984
media_session_1173883918076841984,label_aggression_1173883918076841984
media_session_1174139920647086080,label_bullying_1174139920647086080
media_session_1174139920647086080,label_aggression_1174139920647086080
media_session_1174190715665047552,label_bullying_1174190715665047552
media_session_1174190715665047552,label_aggression_1174190715665047552
media_session_1174223732999438336,label_bullying_1174223732999438336
media_session_1174223732999438336,label_aggression_1174223732999438336
media_session_1174245255768346624,label_bullying_1174245255768346624
media_session_1174245255768346624,label_aggression_1174245255768346624
media_session_1174312914862411776,label_bullying_1174312914862411776
media_session_1174312914862411776,label_aggression_1174312914862411776
media_session_1174521589077852160,label_bullying_1174521589077852160
media_session_1174521589077852160,label_aggression_1174521589077852160
media_session_1174566324454768640,label_bullying_1174566324454768640
media_session_1174566324454768640,label_aggression_1174566324454768640
media_session_1174852090141560832,label_bullying_1174852090141560832
media_session_1174852090141560832,label_aggression_1174852090141560832
media_session_1174867646131699712,label_bullying_1174867646131699712
media_session_1174867646131699712,label_aggression_1174867646131699712
media_session_1174929297677389824,label_bullying_1174929297677389824
media_session_1174929297677389824,label_aggression_1174929297677389824
media_session_1174956015058567168,label_bullying_1174956015058567168
media_session_1174956015058567168,label_aggression_1174956015058567168
media_session_1175171847919206400,label_bullying_1175171847919206400
